Student_ID;Age;Gender;Family_Income;Internet_Access;Study_Hours_per_Day;Attendance_Rate;Assignment_Delay_Days;Travel_Time_Minutes;Part_Time_Job;Scholarship;Stress_Index;GPA;Semester_GPA;CGPA;Semester;Department;Parental_Education;Dropout
788;22.00;Female;36037.0;Yes;03.41;88.04.00;3;42.04.00;No;No;06.09;0,088888889;0,099305556;0,104861111;Year 3;Arts;Master;0
789;20.08;Male;25000.0;Yes;0,19375;95.00.00;1;27.08.00;Yes;No;07.01;0,089583333;01.25;01.25;Year 1;Business;High School;0
790;17.03;Male;25914.0;Yes;03.08;99.07.00;2;24.08.00;No;No;08.03;0,15;02.06;0,126388889;Year 2;Engineering;High School;0
791;21.09;Female;119421.0;Yes;04.58;85.03.00;0;19.02;Yes;Yes;05.06;03.45;03.51;03.52;Year 2;Engineering;Master;0
792;21.05;Male;25000.0;Yes;03.08;66.07.00;3;40.00.00;No;No;03.05;00.41;00.03;00.02;Year 2;Engineering;Bachelor;1
793;21.06;Female;64299.0;No;03.35;89.00.00;4;39.00.00;Yes;No;07.05;0,059027778;0,058333333;0,056944444;Year 3;Arts;Master;0
794;18.02;Male;30724.0;Yes;0,107638889;79.09.00;3;56.02.00;No;No;05.06;02.55;02.57;02.52;Year 2;Science;Bachelor;1
795;18.06;Male;;Yes;;68.05.00;3;32.01.00;Yes;No;;04.00;03.41;03.45;Year 2;Engineering;Bachelor;0
796;23.03;Female;;Yes;;87.05.00;2;28.08.00;Yes;Yes;;02.28;02.33;02.21;Year 4;CS;Bachelor;0
797;20.09;Female;32332.0;Yes;04.08;85.05.00;1;35.06.00;No;Yes;08.00;02.44;02.44;02.48;Year 4;CS;High School;0
798;22.05;Female;71114.0;Yes;0,188194444;75.06.00;0;26.05.00;No;Yes;06.02;01.56;01.21;01.28;Year 3;Engineering;Bachelor;0
799;21.01;Female;25000.0;Yes;0,272916667;72.05.00;2;19.04;No;No;08.01;01.19;01.29;01.32;Year 3;CS;None;1
800;21.01;Female;;Yes;;78.02.00;2;31.01.00;No;No;;01.17;0,054166667;0,058333333;Year 4;Engineering;High School;0
801;23.01;Male;54515.0;Yes;05.39;86.00.00;2;35.05.00;No;No;04.02;02.53;02.39;02.39;Year 1;CS;High School;0
802;19.09;Male;36480.0;No;04.44;75.07.00;2;36.03.00;No;No;07.00;0,135416667;02.26;02.36;Year 2;CS;High School;1
803;21.02;Male;25000.0;Yes;04.13;87.03.00;5;35.03.00;No;No;04.09;03.39;03.23;03.23;Year 1;CS;High School;0
804;20.00;Female;31550.0;Yes;0,127083333;78.06.00;0;42.08.00;No;No;07.07;0,088194444;0,100694444;0,100694444;Year 1;Business;Master;0
805;20.00;Male;73669.0;No;01.52;86.04.00;5;36.02.00;No;No;05.08;01.51;0,092361111;0,095833333;Year 2;Business;Bachelor;1
806;20.03;Male;29081.0;No;0,2625;84.05.00;2;33.02.00;No;No;07.07;02.23;0,126388889;0,126388889;Year 1;Science;High School;0
807;21.05;Male;25000.0;No;04.15;61.05.00;1;14.08;No;No;06.06;02.06;0,103472222;0,107638889;Year 3;Business;High School;0
808;19.09;Male;37531.0;Yes;08.41;82.09.00;0;33.00.00;No;No;03.09;02.06;03.27;03.26;Year 3;Engineering;Master;0
809;23.08;Male;26395.0;Yes;03.24;80.07.00;4;27.09.00;Yes;Yes;01.09;0,183333333;0,193055556;04.00;Year 3;Science;Bachelor;0
810;19.00;Female;25000.0;Yes;04.56;76.01.00;3;16.05;No;No;06.09;0,107638889;0,130555556;0,13125;Year 4;Science;Master;0
811;20.06;Male;25000.0;Yes;05.33;71.09.00;0;36.00.00;Yes;No;06.05;01.41;0,089583333;01.07;Year 4;CS;Master;0
812;20.00;Female;53373.0;Yes;03.15;80.03.00;0;36.02.00;Yes;No;03.07;01.45;01.15;01.01;Year 3;Arts;Master;0
813;24.02.00;Female;25000.0;Yes;0,170138889;79.02.00;2;35.01.00;No;No;06.09;0,091666667;0,10625;0,106944444;Year 4;Arts;Bachelor;1
814;21.04;Male;25000.0;Yes;0,177083333;87.02.00;2;36.07.00;No;No;08.00;03.02;03.54;03.54;Year 1;Arts;High School;0
815;23.03;Female;29104.0;No;03.47;80.08.00;2;31.05.00;No;No;04.02;03.39;03.00;03.00;Year 1;CS;Bachelor;0
816;17.07;Male;25000.0;No;04.52;82.07.00;2;27.00.00;No;No;02.00;03.04;03.51;03.52;Year 4;Business;High School;0
817;21.06;Female;31572.0;Yes;04.07;84.06.00;3;51.02.00;Yes;No;07.02;0,089583333;0,104861111;0,105555556;Year 4;Engineering;High School;1
818;23.00;Female;26327.0;Yes;01.35;78.03.00;2;31.08.00;Yes;No;07.08;0,066666667;01.44;01.46;Year 2;Arts;Bachelor;1
819;21.02;Female;25000.0;Yes;04.14;74.00.00;3;05.00;Yes;No;04.02;01.06;0,126388889;0,127777778;Year 4;Business;Master;0
820;23.03;Female;25000.0;Yes;04.49;99.07.00;0;05.00;Yes;No;06.09;04.00;04.00;04.00;Year 1;Engineering;Bachelor;0
821;19.09;Male;38780.0;Yes;0,190972222;81.04.00;1;44.05.00;No;No;06.01;0,049305556;0,043055556;0,046527778;Year 2;Science;High School;1
822;24.01.00;Male;30490.0;Yes;06.14;80.03.00;1;08.00;No;No;05.03;02.04;0,085416667;0,085416667;Year 3;Business;High School;0
823;26.01.00;Female;28306.0;Yes;04.45;93.03.00;2;23.05;Yes;Yes;06.05;0,136111111;0,126388889;02.54;Year 2;CS;Bachelor;1
824;20.02;Male;95076.0;Yes;04.03;97.01.00;1;15.04;Yes;No;04.06;0,151388889;03.47;03.47;Year 1;Business;High School;1
825;20.00;Male;46103.0;Yes;05.18;93.06.00;4;26.04.00;No;Yes;03.05;04.00;0,183333333;0,181944444;Year 3;Business;Master;1
826;24.02.00;Male;49586.0;Yes;0,315972222;78.09.00;2;34.06.00;No;No;06.02;04.00;04.00;04.00;Year 1;CS;High School;0
827;24.05.00;Female;26914.0;Yes;0,18125;84.08.00;3;22.00;Yes;No;06.00;02.35;0,096527778;0,096527778;Year 1;CS;High School;1
828;19.08;Male;33931.0;Yes;05.37;86.07.00;3;20.02;Yes;Yes;01.00;04.00;04.00;0,192361111;Year 3;Arts;Bachelor;0
829;20.01;Female;25000.0;No;06.39;99.09.00;1;38.08.00;No;No;03.04;04.00;0,192361111;04.00;Year 4;CS;High School;0
830;20.04;Male;47407.0;Yes;03.07;85.04.00;2;61.06.00;Yes;No;04.03;02.53;0,1375;0,138194444;Year 2;Arts;Master;0
831;18.00;Male;27827.0;No;02.48;85.07.00;2;36.05.00;No;No;06.04;01.38;01.36;01.33;Year 3;Arts;Bachelor;0
832;19.00;Female;33977.0;Yes;04.57;73.09.00;0;19.00;No;No;02.08;04.00;0,184722222;0,179166667;Year 2;CS;High School;0
833;18.08;Male;32740.0;Yes;0,260416667;72.00.00;2;40.05.00;No;No;04.09;0,182638889;0,171527778;0,16875;Year 4;Science;Bachelor;0
834;19.03;Female;29410.0;Yes;0,16875;92.08.00;1;50.09.00;No;No;09.00;0,14375;03.55;03.56;Year 3;CS;Bachelor;0
835;20.09;Male;173323.0;Yes;05.42;84.08.00;2;42.08.00;Yes;No;05.06;0,185416667;04.00;0,182638889;Year 3;Business;Master;0
836;21.05;Male;25000.0;Yes;0,144444444;85.06.00;3;11.05;Yes;No;05.07;00.48;00.46;00.46;Year 1;CS;Master;0
837;24.04.00;Male;25000.0;Yes;0,172222222;90.06.00;1;36.03.00;No;No;05.04;01.52;01.25;01.28;Year 3;Business;Master;0
838;18.08;Female;45092.0;Yes;0,186111111;88.08.00;0;24.05.00;Yes;No;07.03;0,125694444;03.07;03.07;Year 4;CS;Bachelor;0
839;23.02;Female;25000.0;Yes;0,181944444;87.08.00;1;30.06.00;Yes;Yes;05.06;0,13125;0,132638889;02.07;Year 3;Science;Master;1
840;20.05;Female;25000.0;Yes;0,144444444;87.01.00;1;25.05.00;Yes;No;05.01;01.36;0,064583333;0,064583333;Year 1;Arts;Bachelor;0
841;20.09;Male;25000.0;No;03.56;83.01.00;1;38.09.00;No;No;05.08;02.59;02.36;02.31;Year 4;CS;PhD;0
842;22.05;Female;39932.0;Yes;01.44;83.07.00;1;25.08.00;No;No;07.09;0,085416667;01.51;01.48;Year 2;Business;Bachelor;0
843;18.05;Male;40237.0;Yes;04.09;89.03.00;2;47.00.00;Yes;Yes;06.02;02.18;02.12;02.15;Year 2;Arts;PhD;0
844;21.08;Female;25000.0;Yes;04.05;74.05.00;1;30.00.00;No;No;05.06;01.52;01.31;01.25;Year 3;CS;Bachelor;1
845;21.04;Female;45656.0;No;05.49;73.06.00;3;27.03.00;No;No;07.06;0,051388889;0,056944444;0,059027778;Year 4;Business;Master;1
846;22.01;Female;25000.0;Yes;0,186111111;82.07.00;0;36.09.00;No;No;04.06;04.00;0,184722222;0,184722222;Year 1;Arts;High School;0
847;21.06;Male;25000.0;Yes;0,0875;83.02.00;1;34.03.00;No;No;01.00;04.00;0,183333333;03.09;Year 3;Business;Bachelor;0
848;26.04.00;Female;26850.0;No;04.41;87.08.00;4;37.02.00;No;No;06.03;02.34;0,1;0,096527778;Year 3;CS;Bachelor;0
849;19.06;Male;25000.0;Yes;03.14;80.02.00;1;28.04.00;No;No;06.03;0,095138889;0,094444444;0,094444444;Year 1;CS;Bachelor;0
850;19.08;Female;25000.0;Yes;05.39;75.08.00;0;46.00.00;No;No;04.04;04.00;03.58;03.58;Year 1;Business;Bachelor;0
851;19.06;Male;25000.0;Yes;0,175;86.08.00;1;41.09.00;No;No;05.00;0,152083333;03.04;03.31;Year 4;Science;Bachelor;0
852;19.08;Male;45090.0;Yes;0,293055556;92.08.00;4;29.09.00;Yes;No;07.08;02.25;02.15;02.11;Year 4;Arts;Bachelor;0
853;19.06;Male;64168.0;Yes;0,141666667;84.09.00;1;39.09.00;No;No;06.03;00.39;0,052083333;0,057638889;Year 4;Science;High School;1
854;23.06;Male;25000.0;No;04.32;70.04.00;2;26.08.00;Yes;No;08.02;03.12;03.01;03.02;Year 3;Business;Master;0
855;24.01.00;Male;46163.0;No;0,220833333;84.02.00;1;36.08.00;No;No;06.00;01.21;01.00;01.06;Year 2;CS;Bachelor;1
856;19.07;Female;43561.0;Yes;03.57;66.05.00;1;39.09.00;Yes;No;05.02;01.18;01.05;01.05;Year 1;Science;High School;1
857;19.02;Female;;Yes;;81.07.00;3;33.00.00;Yes;No;;00.00;00.00;00.07;Year 3;Business;Bachelor;1
858;22.00;Female;25000.0;Yes;0,176388889;65.09.00;1;20.02;Yes;No;06.02;0,090972222;01.39;01.35;Year 4;CS;High School;1
859;19.08;Female;25000.0;Yes;0,086111111;78.06.00;3;15.07;No;No;06.03;0,063888889;01.23;01.23;Year 1;Business;High School;1
860;22.04;Male;31011.0;Yes;03.09;86.01.00;1;33.05.00;Yes;No;05.01;0,049305556;00.35;00.35;Year 1;Science;Bachelor;0
861;21.04;Female;25000.0;Yes;0,178472222;79.07.00;3;21.03;No;No;04.05;02.49;0,140972222;0,14375;Year 3;Arts;Bachelor;0
862;17.07;Male;25000.0;Yes;05.03;91.02.00;1;42.07.00;Yes;No;04.05;03.14;03.23;03.25;Year 3;CS;Bachelor;0
863;24.04.00;Female;25000.0;Yes;04.36;83.08.00;0;11.09;No;No;06.04;02.45;0,142361111;0,140972222;Year 2;Business;Master;0
864;25.00.00;Male;25000.0;Yes;03.47;73.00.00;2;45.08.00;Yes;Yes;06.07;02.21;02.39;02.39;Year 1;Engineering;Bachelor;1
865;19.07;Male;32368.0;No;03.39;89.02.00;2;30.06.00;Yes;No;01.00;03.13;0,151388889;03.00;Year 3;Science;High School;0
866;20.01;Male;45338.0;Yes;03.28;87.05.00;0;19.07;No;No;04.02;0,129166667;02.32;02.32;Year 2;Business;Bachelor;0
867;21.06;Male;25000.0;Yes;05.02;92.02.00;3;24.06.00;Yes;No;02.06;0,136111111;02.32;02.38;Year 4;Science;Master;0
868;21.07;Male;37700.0;Yes;02.07;87.07.00;1;27.06.00;Yes;Yes;04.06;01.07;0,084722222;0,088194444;Year 4;CS;High School;1
869;22.04;Male;29998.0;Yes;02.09;85.08.00;3;35.08.00;No;No;04.04;02.51;02.03;02.22;Year 2;CS;Bachelor;0
870;25.04.00;Female;52120.0;Yes;02.06;74.01.00;5;15.03;No;No;05.08;02.17;0,106944444;0,106944444;Year 1;Business;Bachelor;1
871;20.06;Female;26552.0;Yes;0,219444444;88.05.00;0;18.05;No;No;05.08;02.59;02.11;02.11;Year 1;Business;High School;0
872;19.02;Male;28357.0;Yes;0,275694444;80.08.00;1;26.01.00;No;No;09.03;01.55;0,084722222;0,084722222;Year 1;CS;Bachelor;1
873;18.00;Male;25000.0;Yes;0,21875;88.04.00;0;29.06.00;No;No;06.02;02.58;02.25;02.21;Year 2;Engineering;High School;0
874;19.04;Female;26975.0;No;0,225;99.08.00;0;38.06.00;No;No;06.06;0,179861111;03.09;03.09;Year 1;CS;High School;0
875;20.09;Male;25000.0;Yes;03.32;91.07.00;2;33.02.00;No;No;02.09;02.22;0,107638889;0,107638889;Year 1;Arts;High School;0
876;24.09.00;Female;25000.0;Yes;0,210416667;84.03.00;0;25.03.00;No;Yes;04.09;0,105555556;02.06;02.09;Year 4;Science;Bachelor;0
877;19.09;Male;47356.0;Yes;03.02;82.06.00;0;32.08.00;Yes;No;03.06;0,086111111;01.26;01.28;Year 4;Business;High School;1
878;21.05;Female;25000.0;Yes;03.25;78.07.00;1;32.00.00;No;No;06.06;0,10625;0,144444444;0,144444444;Year 1;Business;Master;0
879;21.00;Female;25000.0;Yes;0,190972222;63.04.00;0;27.00.00;Yes;No;05.06;0,102777778;0,093055556;0,088888889;Year 2;Science;Bachelor;0
880;23.06;Female;54677.0;No;04.05;82.04.00;0;31.04.00;No;Yes;04.09;02.16;02.31;02.45;Year 4;CS;High School;0
881;26.06.00;Female;25000.0;Yes;06.33;77.09.00;1;05.00;Yes;Yes;07.02;0,151388889;03.32;03.28;Year 3;Science;High School;0
882;19.08;Male;48886.0;Yes;05.13;84.06.00;2;41.02.00;Yes;No;05.00;02.48;02.07;02.06;Year 4;Arts;Master;0
883;19.09;Male;25000.0;Yes;04.15;77.09.00;4;36.06.00;No;No;07.09;00.29;00.15;00.21;Year 2;Business;Bachelor;1
884;23.03;Female;25000.0;Yes;06.22;83.08.00;1;48.00.00;Yes;No;07.09;0,099305556;01.57;0,086111111;Year 4;CS;Bachelor;0
885;22.05;Female;25000.0;Yes;07.12;92.00.00;0;20.03;Yes;No;04.04;04.00;04.00;04.00;Year 1;Science;Master;0
886;25.01.00;Male;65358.0;Yes;04.03;83.03.00;0;36.09.00;Yes;Yes;07.05;0,049305556;01.05;01.05;Year 3;CS;High School;1
887;22.03;Female;25000.0;Yes;04.05;73.03.00;2;07.01;Yes;No;05.07;02.02;02.16;02.16;Year 1;Business;High School;0
888;20.02;Male;46551.0;Yes;02.39;75.04.00;1;08.08;Yes;No;04.08;02.53;02.47;02.05;Year 2;Business;Master;0
889;22.03;Male;25000.0;Yes;04.21;87.05.00;2;27.02.00;No;Yes;06.02;03.53;03.35;03.35;Year 1;Science;Master;0
890;23.04;Female;65541.0;Yes;03.12;88.00.00;1;23.01;No;Yes;02.06;0,067361111;0,067361111;0,064583333;Year 4;Engineering;Bachelor;0
891;22.08;Male;111756.0;Yes;01.55;75.00.00;1;42.06.00;No;Yes;04.05;0,098611111;01.07;01.07;Year 1;Business;Master;0
892;22.01;Female;25000.0;Yes;05.29;81.08.00;4;44.01.00;No;Yes;06.03;03.33;03.00;03.00;Year 1;Arts;Master;1
893;23.03;Male;25000.0;Yes;04.14;89.02.00;0;45.04.00;No;No;05.00;01.43;01.18;01.21;Year 4;Arts;High School;0
894;23.06;Male;47282.0;Yes;0,14375;95.08.00;3;37.02.00;Yes;No;07.04;01.13;0,059027778;0,058333333;Year 2;CS;High School;1
895;24.00.00;Female;40450.0;Yes;0,084722222;83.04.00;3;37.07.00;No;Yes;04.08;02.44;0,141666667;0,140277778;Year 3;Science;Bachelor;0
896;22.04;Female;47389.0;Yes;03.21;80.04.00;3;14.06;No;No;05.07;01.32;0,066666667;0,06875;Year 4;CS;None;0
897;20.06;Male;25000.0;Yes;03.12;79.00.00;5;46.08.00;Yes;No;05.03;0,108333333;02.25;02.26;Year 3;Business;Bachelor;0
898;21.03;Male;97980.0;Yes;0,184722222;83.01.00;1;45.00.00;No;No;02.07;03.17;0,147222222;0,144444444;Year 4;Science;Bachelor;0
899;23.07;Male;31915.0;Yes;0,092361111;93.01.00;2;13.04;Yes;No;06.02;02.13;02.22;02.22;Year 4;CS;Bachelor;0
900;19.02;Male;25000.0;Yes;04.56;83.02.00;3;35.06.00;Yes;Yes;06.01;02.33;02.35;02.41;Year 4;Business;High School;0
901;21.08;Female;25543.0;Yes;0,224305556;86.00.00;1;23.04;Yes;Yes;02.00;02.57;02.47;02.47;Year 1;CS;High School;0
902;20.01;Female;25000.0;Yes;02.31;70.06.00;5;52.02.00;No;No;01.01;0,18125;04.00;04.00;Year 1;Business;PhD;0
903;21.01;Male;77232.0;Yes;01.08;94.08.00;3;18.03;No;No;04.07;02.55;02.38;02.31;Year 3;CS;High School;0
904;23.08;Male;25000.0;No;05.32;92.07.00;5;31.01.00;No;No;07.07;0,125694444;02.43;02.42;Year 2;Science;Master;0
905;21.04;Female;39954.0;Yes;0,18125;79.06.00;4;32.02.00;No;No;10.00;00.01;00.00;00.07;Year 2;Business;Bachelor;0
906;21.01;Female;25000.0;Yes;0,224305556;81.02.00;2;29.04.00;No;No;02.02;04.00;04.00;0,190972222;Year 3;Arts;Bachelor;0
907;18.00;Female;25000.0;Yes;04.14;91.04.00;0;55.08.00;Yes;No;08.04;04.00;04.00;04.00;Year 1;Engineering;Bachelor;0
908;22.06;Female;25000.0;Yes;0,186805556;100.00.00;2;50.03.00;No;No;07.06;0,061805556;0,043055556;0,043055556;Year 1;Science;Master;0
909;22.04;Male;42570.0;Yes;05.35;68.05.00;1;10.03;No;Yes;04.04;0,109027778;0,090972222;0,088194444;Year 2;Business;None;0
910;25.08.00;Male;64829.0;No;05.09;77.09.00;0;35.08.00;No;No;08.09;0,086805556;0,088194444;0,086805556;Year 3;Engineering;Bachelor;0
911;20.03;Female;25000.0;Yes;04.05;78.08.00;0;29.09.00;No;No;06.03;02.56;0,13125;0,136111111;Year 4;Science;Bachelor;0
912;21.05;Female;25000.0;Yes;04.59;90.03.00;2;40.00.00;No;Yes;05.01;01.04;01.48;01.48;Year 1;Science;Bachelor;1
913;21.05;Male;48146.0;Yes;03.44;84.08.00;0;32.06.00;No;Yes;02.03;02.55;03.14;03.19;Year 3;CS;Bachelor;0
914;24.05.00;Male;25000.0;Yes;0,216666667;77.09.00;3;20.02;Yes;No;05.07;02.19;0,090972222;0,090972222;Year 1;Science;Master;0
915;20.08;Male;61804.0;Yes;06.02;70.07.00;1;17.06;No;No;05.06;02.45;0,091666667;0,089583333;Year 3;Engineering;PhD;0
916;21.06;Female;25000.0;Yes;05.33;90.01.00;1;25.02.00;Yes;Yes;09.05;02.08;02.00;02.09;Year 2;Arts;Bachelor;0
917;22.03;Male;25000.0;No;01.57;80.04.00;0;28.06.00;No;Yes;03.08;03.43;03.37;03.37;Year 1;Business;High School;0
918;21.04;Male;34513.0;Yes;04.59;72.07.00;0;32.03.00;No;No;03.09;02.03;0,134722222;0,133333333;Year 4;Science;Bachelor;0
919;20.00;Female;25000.0;Yes;0,214583333;76.05.00;3;23.02;Yes;Yes;04.06;0,134722222;0,129861111;0,134722222;Year 4;Arts;PhD;0
920;21.04;Male;25000.0;Yes;05.47;78.06.00;2;50.05.00;No;Yes;10.00;01.31;0,056944444;0,054166667;Year 2;Engineering;High School;0
921;23.04;Male;36768.0;Yes;0,250694444;79.06.00;1;36.04.00;Yes;No;03.04;04.00;04.00;0,192361111;Year 4;CS;High School;0
922;18.07;Male;25000.0;Yes;0,211111111;73.06.00;2;40.05.00;No;No;07.09;01.23;01.26;01.24;Year 4;Science;Bachelor;0
923;21.03;Male;79654.0;Yes;02.39;73.07.00;4;28.03.00;Yes;No;02.07;03.29;03.58;0,170833333;Year 4;Science;Bachelor;0
924;19.05;Male;30521.0;Yes;0,184027778;100.00.00;1;17.05;Yes;Yes;06.03;03.36;0,191666667;0,190277778;Year 2;Science;High School;0
925;23.06;Female;25000.0;Yes;0,150694444;84.06.00;0;40.06.00;Yes;No;05.07;02.07;0,126388889;02.51;Year 3;Business;Bachelor;0
926;17.06;Female;25000.0;No;02.48;78.07.00;0;18.01;Yes;Yes;04.02;0,127777778;0,133333333;0,133333333;Year 1;CS;High School;0
927;19.08;Male;53906.0;Yes;0,265277778;85.00.00;4;05.07;Yes;Yes;06.08;0,139583333;0,151388889;03.01;Year 3;Business;High School;0
928;21.08;Male;42644.0;Yes;03.04;83.03.00;2;36.08.00;No;Yes;04.01;0,140277778;03.06;03.12;Year 3;CS;High School;0
929;24.04.00;Female;68328.0;Yes;06.59;74.07.00;2;20.09;Yes;No;02.06;0,140972222;02.57;0,128472222;Year 3;Engineering;High School;0
930;20.09;Male;25000.0;Yes;03.05;66.07.00;1;26.00.00;Yes;No;04.09;00.14;00.19;00.16;Year 4;Science;PhD;1
931;19.08;Male;35524.0;Yes;03.07;77.08.00;0;38.03.00;No;No;03.08;01.01;0,060416667;0,060416667;Year 1;Engineering;Bachelor;0
932;25.01.00;Female;38405.0;Yes;0,220833333;80.05.00;1;18.08;No;Yes;06.00;03.33;03.22;03.19;Year 3;CS;High School;0
933;17.08;Male;45124.0;Yes;03.09;81.01.00;2;10.08;No;No;05.00;03.02;03.14;03.14;Year 1;Business;High School;0
934;17.00;Male;58476.0;No;04.36;67.03.00;1;44.06.00;Yes;No;08.03;01.58;02.05;02.42;Year 2;Engineering;PhD;0
935;22.00;Male;25000.0;Yes;03.03;100.00.00;3;29.03.00;No;Yes;04.09;0,126388889;02.06;02.07;Year 2;Arts;Bachelor;0
936;19.09;Male;27764.0;Yes;03.03;100.00.00;2;45.01.00;Yes;Yes;06.00;03.46;0,167361111;0,16875;Year 2;Engineering;Bachelor;0
937;18.08;Male;25000.0;No;03.36;85.06.00;2;37.05.00;No;No;03.04;02.09;0,106944444;0,108333333;Year 4;Business;Bachelor;0
938;22.06;Male;28809.0;Yes;0,128472222;82.02.00;4;37.09.00;No;No;04.07;02.07;02.45;02.04;Year 2;Science;None;1
939;21.05;Male;45209.0;Yes;05.26;77.05.00;2;32.00.00;No;No;03.09;04.00;0,193055556;0,188194444;Year 4;Business;High School;0
940;19.08;Female;25000.0;No;04.27;86.06.00;2;32.00.00;Yes;No;07.06;0,085416667;01.59;01.57;Year 3;CS;Master;0
941;18.02;Male;57851.0;Yes;04.02;81.01.00;4;43.06.00;Yes;No;04.01;02.43;02.59;02.59;Year 3;Business;High School;0
942;22.09;Male;25000.0;Yes;0,227083333;92.00.00;1;39.08.00;No;No;04.03;02.15;02.06;02.08;Year 3;Engineering;Master;1
943;22.04;Female;25000.0;Yes;04.46;89.03.00;1;22.09;No;No;06.00;01.32;0,068055556;0,068055556;Year 1;Business;High School;0
944;20.08;Female;62716.0;Yes;0,315277778;75.02.00;3;35.09.00;Yes;Yes;04.02;03.03;0,146527778;0,146527778;Year 2;Business;Master;0
945;25.01.00;Male;36200.0;No;04.55;76.05.00;2;22.06;Yes;No;08.00;0,089583333;02.07;02.07;Year 1;Science;High School;1
946;18.06;Male;36451.0;Yes;01.33;89.08.00;0;26.02.00;No;Yes;09.00;00.00;00.00;00.00;Year 2;Engineering;Bachelor;1
947;17.06;Male;25000.0;Yes;03.36;87.06.00;0;36.08.00;No;No;03.09;03.48;03.24;03.18;Year 2;Arts;High School;0
948;19.05;Female;25000.0;No;0,138194444;73.01.00;1;22.04;No;Yes;07.00;01.03;0,06875;0,063194444;Year 3;CS;None;0
949;20.09;Male;52300.0;Yes;0,209027778;78.03.00;0;31.08.00;Yes;No;04.00;00.00;00.00;00.02;Year 2;Business;Master;1
950;21.05;Male;25000.0;Yes;03.46;80.08.00;1;34.06.00;No;Yes;04.09;0,092361111;0,094444444;0,094444444;Year 4;Business;Bachelor;0
951;20.05;Male;25000.0;No;0,211805556;81.07.00;1;25.09.00;Yes;No;06.07;0,10625;02.06;0,110416667;Year 4;Business;Bachelor;0
952;21.08;Male;53017.0;Yes;03.11;81.04.00;2;38.06.00;No;No;05.08;0,146527778;02.08;0,143055556;Year 4;Business;High School;0
953;18.02;Male;;Yes;;74.02.00;3;24.07.00;Yes;No;;0,175694444;0,172222222;0,172222222;Year 1;Business;Bachelor;0
954;24.02.00;Male;34945.0;Yes;03.31;83.02.00;2;41.03.00;No;Yes;07.05;01.11;01.15;01.14;Year 4;Science;High School;1
955;20.08;Female;30508.0;Yes;03.56;82.06.00;1;31.06.00;Yes;No;07.05;0,143055556;02.31;02.31;Year 1;Science;High School;0
956;23.05;Female;29685.0;Yes;04.29;75.09.00;4;32.01.00;Yes;No;05.06;02.51;03.00;03.01;Year 3;Engineering;High School;0
957;21.08;Male;25000.0;Yes;04.59;83.03.00;0;19.02;No;Yes;04.04;0,093055556;01.42;01.42;Year 2;Science;Bachelor;0
958;22.00;Male;25000.0;Yes;0,268055556;81.08.00;2;27.02.00;No;Yes;05.05;0,054166667;00.08;00.13;Year 4;Arts;Master;0
959;22.03;Male;;Yes;;78.02.00;1;32.03.00;Yes;No;;03.13;03.49;03.51;Year 4;Science;None;0
960;22.00;Male;39720.0;Yes;05.23;72.08.00;3;42.03.00;No;No;06.09;02.22;02.22;02.27;Year 2;Arts;Master;0
961;22.04;Female;25000.0;Yes;04.56;92.02.00;3;26.01.00;No;Yes;05.02;02.13;01.55;01.54;Year 3;Engineering;Bachelor;0
962;23.09;Female;53170.0;Yes;03.37;96.02.00;1;42.02.00;No;No;03.05;0,100694444;01.53;01.52;Year 2;Engineering;High School;0
963;21.04;Male;25985.0;No;0,222916667;84.00.00;4;20.09;No;No;07.09;01.44;0,101388889;0,105555556;Year 4;Engineering;Bachelor;1
964;22.06;Male;25000.0;Yes;05.55;93.05.00;1;34.00.00;Yes;No;05.05;03.03;0,152083333;03.00;Year 4;Business;Bachelor;0
965;20.08;Male;25779.0;Yes;05.55;83.08.00;3;23.09;No;Yes;04.02;01.09;02.31;02.31;Year 4;Business;Bachelor;0
966;24.02.00;Female;25000.0;Yes;04.02;70.09.00;2;48.05.00;No;Yes;07.06;0,057638889;01.17;01.13;Year 3;Engineering;PhD;0
967;19.05;Female;54473.0;Yes;03.55;84.04.00;2;46.04.00;No;Yes;07.08;01.58;0,088888889;0,0875;Year 3;CS;High School;0
968;25.00.00;Female;25000.0;Yes;05.03;79.03.00;1;33.04.00;No;No;02.01;04.00;04.00;04.00;Year 3;Science;Bachelor;0
969;20.09;Female;25192.0;Yes;0,057638889;85.08.00;1;23.06;No;No;07.05;0,061805556;0,052083333;0,053472222;Year 4;CS;None;0
970;17.09;Male;69350.0;Yes;06.08;94.06.00;2;11.08;Yes;Yes;05.08;03.03;03.35;03.03;Year 4;Business;PhD;0
971;21.03;Female;;Yes;;77.09.00;0;34.05.00;No;No;;02.57;02.35;02.37;Year 2;Business;Bachelor;0
972;19.05;Female;;Yes;;70.01.00;0;32.05.00;No;No;;02.15;01.54;01.05;Year 3;Science;Master;1
973;22.08;Female;63286.0;Yes;03.57;88.09.00;1;40.03.00;Yes;Yes;06.02;00.00;00.00;00.00;Year 3;Engineering;High School;1
974;19.06;Male;25000.0;Yes;06.07;92.08.00;2;12.04;No;No;05.00;0,182638889;0,176388889;0,172916667;Year 4;Arts;Bachelor;0
975;20.00;Female;53851.0;No;0,129166667;89.09.00;2;31.07.00;Yes;Yes;07.03;04.00;0,19375;04.00;Year 3;CS;Bachelor;0
